C,n,P,t,a,N,LN
-9.838276553,3.098396794,15881.76353,2.378957916,1.514028056,41632.6787,4.619434355
-9.85751503,3.12244489,11276.55311,2.795791583,1.598196393,196337.8554,5.293004043
-9.54488978,2.809819639,12142.28457,2.696392786,2.047094188,129079.5639,5.11085749
-9.929659319,3.199398798,11589.17836,2.577755511,2.353707415,126324.7057,5.101488295
-9.273146293,2.545290581,11336.67335,2.277955912,2.361723447,92940.24144,4.968203796
-9.823847695,3.091182365,14739.47896,2.661122244,2.323647295,66369.43229,4.821968103
-9.975350701,3.194589178,16146.29259,2.835871743,2.223446894,68139.60995,4.833399643
-9.302004008,2.540480962,15400.8016,2.521643287,1.926853707,62776.69834,4.797798471
-9.977755511,3.221042084,11697.39479,2.119238477,2.455911824,68314.76149,4.834514556
-9.568937876,2.773747495,16771.54309,2.701202405,2.22745491,59152.79094,4.77197524
-9.739679359,2.958917836,14042.08417,2.725250501,2.033066132,97608.99378,4.989489836
-9.265931864,2.5501002,13284.56914,2.329258517,1.738476954,67603.3289,4.829968082
-9.398196393,2.682364729,15845.69138,2.302004008,1.606212425,40215.38767,4.60439226
-9.549699399,2.764128257,12995.99198,2.845490982,1.808617234,141840.3917,5.151799922
-9.773346693,3.009418838,13729.45892,2.138476954,2.117234469,47714.21499,4.678647783
-9.819038076,3.033466934,15124.2485,2.1,2.299599198,34183.38055,4.53381501
-9.874348697,3.136873747,12947.89579,2.641883768,1.862725451,104805.3571,5.020383482
-9.780561122,3.023847695,15677.35471,2.176953908,1.834669339,34206.09555,4.534103505
-9.326052104,2.593386774,16038.07615,2.383767535,2.385771543,42733.07902,4.630764186
-9.277955912,2.533266533,13068.13627,2.568136273,1.854709419,96355.87313,4.983878191
-9.253907816,2.516432866,12130.26052,2.258717435,2.199398798,80257.86723,4.904487615
-9.706012024,2.937274549,15509.01804,2.70761523,1.532064128,72481.64014,4.860228012
-9.710821643,2.93246493,11853.70741,2.622645291,1.948897796,144141.6753,5.158789565
-9.975350701,3.216232465,13140.28056,2.640280561,1.818637275,105686.4064,5.024019131
-9.29238477,2.547695391,15400.8016,2.183366733,1.938877756,41742.14182,4.620574729
-9.941683367,3.204208417,14150.3006,2.282765531,1.764529058,50049.34829,4.699398427
-9.871943888,3.105611222,15941.88377,2.438276553,1.590180361,46895.62489,4.671132327
-9.28997996,2.574148297,12683.36673,2.370941884,2.24749499,76065.19999,4.881186011
-9.989779559,3.2498998,15941.88377,2.850300601,2.22745491,65161.21742,4.81398919
-9.412625251,2.689579158,13981.96393,2.786172345,2.165330661,91578.12513,4.961791748
-9.780561122,3.028657315,16603.20641,2.662725451,1.736472946,52717.10466,4.72195155
-9.489579158,2.771342685,13693.38677,2.891983968,2.147294589,106263.9507,5.026385958
-9.556913828,2.857915832,15400.8016,2.571342685,2.379759519,50284.00578,4.701429868
-9.874348697,3.076753507,15545.09018,2.293987976,1.924849699,44042.5904,4.643872854
-9.609819639,2.850701403,11036.07214,2.393386774,2.383767535,121840.5036,5.085791685
-9.304408818,2.542885772,14210.42084,2.255511022,1.986973948,57790.42765,4.761855908
-9.609819639,2.838677355,13440.88176,2.819839679,1.94488978,120986.855,5.082738188
-9.850300601,3.05751503,11769.53908,2.763727455,2.01503006,179398.764,5.253819447
-9.249098196,2.49238477,15833.66733,2.693186373,2.223446894,66962.48122,4.825831538
-9.677154309,2.896392786,14438.87776,2.241082164,2.347695391,48945.76103,4.689715085
-9.436673347,2.694388778,16002.00401,2.133667335,2.177354709,32365.07389,4.510076603
-9.621843687,2.845891784,12695.39078,2.895190381,2.293587174,148037.4532,5.170371605
-9.434268537,2.67995992,16098.19639,2.720440882,2.4498998,60892.935,4.784566907
-9.441482966,2.732865731,13140.28056,2.853507014,2.047094188,113629.5853,5.055491422
-9.862324649,3.117635271,16326.65331,2.473547094,1.602204409,43159.38666,4.635075264
-9.972945892,3.213827655,11084.16834,2.151302605,2.43987976,86010.33229,4.934550626
-9.746893788,3.026252505,11805.61122,2.843887776,1.814629259,166925.1545,5.222521787
-9.448697395,2.699198397,16987.97595,2.633867735,2.051102204,50180.96558,4.700539014
-9.439078156,2.660721443,16494.98998,2.664328657,2.20741483,59238.41811,4.772603453
-10.02104208,3.259519038,14438.87776,2.595390782,1.736472946,74727.31609,4.873479384
-9.775751503,3.062324649,13128.25651,2.35490982,2.165330661,64048.2064,4.806506972
-9.905611222,3.160921844,12454.90982,2.345290581,1.53006012,85411.29897,4.931515327
-9.871943888,3.129659319,12959.91984,2.590581162,1.554108216,102256.8928,5.009692592
-9.482364729,2.728056112,14462.92585,2.64509018,2.301603206,76273.79938,4.88237538
-9.335671343,2.590981964,15797.59519,2.263527054,2.293587174,40478.89589,4.607228658
-9.487174349,2.754509018,14198.39679,2.14008016,1.934869739,44473.81196,4.648104355
-9.525651303,2.788176353,15172.34469,2.340480962,2.191382766,45987.16708,4.662636657
-9.662725451,2.946893788,11360.72144,2.7749499,2.295591182,159260.5269,5.202108148
-9.948897796,3.194589178,15521.04208,2.215430862,2.427855711,31965.41611,4.504680362
-9.650701403,2.934869739,12070.14028,2.321242485,2.343687375,78225.80327,4.893350031
-9.47755511,2.773747495,13296.59319,2.455911824,2.391783567,68468.3804,4.835490055
-9.85991984,3.139278557,11865.73146,2.343687375,1.77254509,91950.427,4.96355375
-9.773346693,3.023847695,15040.08016,2.358116232,1.714428858,49099.9427,4.691080985
-9.92004008,3.180160321,13488.97796,2.45751503,2.315631263,68777.89107,4.837448855
-9.263527054,2.526052104,12082.16433,2.531262525,1.764529058,111743.5746,5.04822256
-9.357314629,2.605410822,12959.91984,2.241082164,2.415831663,65716.97625,4.817677573
-9.532865731,2.754509018,14354.70942,2.704408818,1.754509018,92428.76911,4.965807169
-9.85511022,3.093587174,16362.72545,2.306813627,1.96492986,34851.36185,4.542219753
-9.653106212,2.862725451,15052.10421,2.199398798,1.764529058,45587.3104,4.65884397
-9.35250501,2.651102204,13909.81964,2.285971944,2.339679359,51155.21556,4.708889919
-9.960921844,3.221042084,16230.46092,2.694789579,1.534068136,56284.52766,4.750389026
-9.807014028,3.026252505,16879.75952,2.319639279,2.091182365,33933.21798,4.530625047
-9.571342685,2.872344689,13272.54509,2.794188377,2.111222445,101459.597,5.006293133
-9.513627255,2.80501002,16254.50902,2.539278557,2.333667335,43462.91017,4.638118802
-9.92004008,3.146492986,11541.08216,2.24749499,1.570140281,101185.4992,5.005118279
-9.905611222,3.172945892,12671.34269,2.794188377,2.199398798,126445.3019,5.101902698
-9.66753507,2.961322645,12286.57315,2.218637275,1.832665331,67810.72969,4.831298418
-9.638677355,2.877154309,13044.08818,2.79258517,1.642284569,128400.8634,5.108567944
-9.393386774,2.631863727,11132.26453,2.758917836,2.033066132,181281.897,5.258354437
-9.443887776,2.713627255,15533.06613,2.808617234,1.74248497,74243.33515,4.870657473
-9.684368737,2.958917836,12983.96794,2.362925852,2.139278557,69934.1741,4.84468945
-9.826252505,3.043086172,11096.19238,2.691583166,2.177354709,188517.8226,5.275352415
-9.47995992,2.699198397,16687.37475,2.701202405,2.341683367,58222.68666,4.765092242
-9.612224449,2.824248497,15653.30661,2.686773547,1.588176353,72917.70284,4.862832978
-9.879158317,3.139278557,15929.85972,2.362925852,1.988977956,38165.43865,4.581670258
-9.939278557,3.18256513,11264.52906,2.427054108,1.840681363,130814.2736,5.116655134
-10.0258517,3.259519038,13044.08818,2.284368737,2.261523046,64286.65974,4.808120861
-9.609819639,2.836272545,14559.11824,2.141683367,2.347695391,42085.16828,4.624129068
-9.737274549,2.982965932,13501.002,2.170541082,2.415831663,49365.33302,4.693422071
-9.410220441,2.634268537,11589.17836,2.831062124,2.215430862,176219.7483,5.246054577
-9.826252505,3.026252505,11757.51503,2.257114228,2.497995992,91628.78521,4.962031929
-9.595390782,2.80501002,11925.8517,2.186573146,2.333667335,82212.42174,4.914937441
-9.672344689,2.963727455,11889.77956,2.148096192,1.662324649,69200.4298,4.840108792
-9.54248497,2.785771543,11036.07214,2.367735471,1.942885772,124409.7773,5.094854513
-9.713226453,3.009418838,13909.81964,2.685170341,1.502004008,84006.67973,4.92431382
-9.499198397,2.718436874,13801.60321,2.132064128,1.622244489,54567.13536,4.736931155
-9.393386774,2.689579158,14414.82966,2.686773547,1.878757515,75445.31979,4.877632304
-9.809418838,3.035871743,16146.29259,2.407815631,2.473947896,40163.98038,4.603836746
-9.864729459,3.071943888,11144.28858,2.348496994,1.596192385,134374.9058,5.128318173
-9.484769539,2.730460922,11288.57715,2.750901804,1.652304609,177573.9716,5.249379308
-9.388577154,2.665531062,14114.22846,2.677154309,1.794589178,83187.25386,4.920056788
-9.92004008,3.127254509,11012.02405,2.443086172,2.377755511,143288.4681,5.15621124
-9.467935872,2.754509018,11757.51503,2.160921844,2.213426854,70987.93052,4.851184516
-9.595390782,2.855511022,12466.93387,2.850300601,2.189378758,139451.6404,5.144423627
-9.710821643,2.973346693,16819.63928,2.412625251,2.255511022,34749.95645,4.540954265
-9.888777555,3.151302605,16110.22044,2.85511022,2.115230461,64971.18909,4.812720815
-9.811823647,3.050300601,15833.66733,2.572945892,2.107214429,53489.98619,4.728272486
-9.54488978,2.778557114,16987.97595,2.609819639,1.750501002,50937.73393,4.707039621
-9.621843687,2.872344689,15869.73948,2.739679359,1.840681363,66404.84554,4.822199771
-9.636272545,2.93006012,16002.00401,2.16252505,1.804609218,29167.26233,4.464895668
-9.434268537,2.67995992,15917.83567,2.342084168,2.337675351,42659.89881,4.630019821
-9.681963928,2.901202405,15905.81162,2.685170341,2.28757515,62927.87027,4.798843034
-9.304408818,2.581362725,14246.49299,2.723647295,2.103206413,83438.80696,4.921368086
-9.960921844,3.170541082,16074.1483,2.71242485,1.644288577,66403.51446,4.822191065
-9.491983968,2.768937876,11529.05812,2.893587174,1.538076152,181250.8736,5.258280109
-9.79739479,3.05751503,11853.70741,2.39498998,2.495991984,93087.06098,4.968889319
-9.400601202,2.67995992,15376.75351,2.646693387,1.528056112,64123.14238,4.807014797
-9.994589178,3.240280561,12623.24649,2.217034068,1.808617234,67706.50073,4.830630369
-9.403006012,2.663126253,14871.74349,2.194589178,2.187374749,42708.72537,4.63051661
-9.326052104,2.571743487,14114.22846,2.29238477,2.171342685,58493.21992,4.767105529
-9.773346693,3.047895792,14919.83968,2.835871743,2.163326653,78729.72155,4.896138715
-9.710821643,2.970941884,14066.13226,2.415831663,1.920841683,62552.1878,4.796242504
-9.458316633,2.720841683,15977.95591,2.305210421,2.129258517,39455.86223,4.596111538
-9.309218437,2.590981964,12743.48697,2.598597194,2.407815631,93603.91285,4.971294004
-9.520841683,2.754509018,16519.03808,2.495991984,2.231462926,46631.20823,4.668676668
-9.60741483,2.860320641,11625.2505,2.883967936,2.231462926,178071.899,5.25059539
-9.718036072,2.946893788,14631.26253,2.282765531,1.51002004,52322.84261,4.71869133
-9.766132265,2.987775551,11661.32265,2.111222445,1.606212425,81905.90094,4.913315192
-9.775751503,3.062324649,16579.15832,2.79739479,1.652304609,56383.65397,4.751153217
-9.369338677,2.607815631,14655.31062,2.12244489,2.285571142,43029.8786,4.633770121
-9.944088176,3.199398798,11985.97194,2.893587174,1.618236473,187726.9736,5.273526679
-9.823847695,3.026252505,13440.88176,2.159318637,1.646292585,59323.98681,4.77323033
-9.220240481,2.477955912,13116.23246,2.781362725,1.588176353,116238.2626,5.06534911
-9.520841683,2.764128257,11408.81764,2.845490982,2.205410822,182360.8748,5.260931667
-9.54248497,2.809819639,11408.81764,2.186573146,1.69238477,87316.71837,4.941097405
-9.491983968,2.730460922,12034.06814,2.188176353,1.990981964,79584.63474,4.900829227
-9.393386774,2.641482966,13825.6513,2.555310621,1.828657315,83020.25164,4.919184045
-9.523246493,2.768937876,12851.70341,2.132064128,1.614228457,61804.47969,4.791019955
-9.506412826,2.776152305,14679.35872,2.205811623,2.001002004,43330.05845,4.636789275
-9.410220441,2.706412826,12154.30862,2.858316633,1.916833667,140960.1918,5.149096482
-9.475150301,2.730460922,11240.48096,2.858316633,1.808617234,193710.5334,5.287153237
-9.566533066,2.838677355,16843.68737,2.258717435,1.586172345,31451.62236,4.497643052
-9.739679359,3.028657315,13681.36273,2.738076152,1.856713427,92786.15256,4.967483167
-9.475150301,2.696793587,16615.23046,2.345290581,1.840681363,42394.23934,4.627306847
-9.388577154,2.636673347,15028.05611,2.33246493,2.401803607,49189.77256,4.691874815
-9.912825651,3.160921844,13645.29058,2.391783567,1.684368737,68365.9235,4.834839685
-9.648296593,2.853106212,13933.86774,2.555310621,1.648296593,89001.26448,4.949396177
-9.299599198,2.547695391,13753.50701,2.229859719,2.397795591,56586.94683,4.752716262
-9.451102204,2.723246493,14535.07014,2.186573146,2.209418838,42732.01296,4.630753351
-9.770941884,3.043086172,16230.46092,2.685170341,1.730460922,54697.68246,4.737968926
-9.956112224,3.177755511,15244.48898,2.266733467,2.235470942,39935.01449,4.601353846
-9.619438878,2.853106212,11697.39479,2.18496994,2.391783567,80823.51669,4.907537743
-9.698797595,2.934869739,11709.41884,2.210621242,1.514028056,90259.32466,4.95549208
-9.775751503,3.05751503,16507.01403,2.826252505,2.173346693,56130.87937,4.749201846
-9.881563126,3.151302605,14703.40681,2.467134269,1.830661323,55881.50855,4.747268122
-9.708416834,2.99739479,14787.57515,2.478356713,2.4498998,50170.00751,4.700444166
-9.35250501,2.619839679,14895.79158,2.244288577,2.029058116,45980.63714,4.662574985
-9.934468938,3.153707415,14763.52705,2.266733467,1.970941884,46648.71411,4.668839677
-9.989779559,3.206613226,16218.43687,2.26993988,2.379759519,32188.2238,4.507697012
-9.734869739,2.944488978,11372.74549,2.167334669,2.435871743,89119.67363,4.949973587
-9.220240481,2.470741483,11781.56313,2.662725451,1.744488978,138396.3196,5.141124541
-9.674749499,2.934869739,15088.17635,2.250701403,2.179358717,40208.05383,4.604313053
-9.85511022,3.110420842,14907.81563,2.81503006,1.526052104,86209.68638,4.935556065
-9.679559118,2.944488978,11829.65932,2.576152305,1.660320641,127680.4952,5.106124559
-9.576152305,2.790581162,11468.93788,2.425450902,1.938877756,127794.2544,5.106511328
-9.244288577,2.506813627,16110.22044,2.470340681,1.786573146,51052.79072,4.708019487
-9.66753507,2.944488978,15917.83567,2.800601202,2.213426854,62372.22624,4.794991246
-9.708416834,2.970941884,15148.29659,2.135270541,2.355711423,32522.83033,4.512188333
-10.02344689,3.261923848,16903.80762,2.188176353,2.253507014,23746.72169,4.375603662
-9.229859719,2.48757515,16014.02806,2.749298597,2.097194389,67420.26867,4.828790479
-9.484769539,2.706412826,12286.57315,2.396593186,1.828657315,101453.1886,5.006265701
-9.595390782,2.848296593,11709.41884,2.1,1.952905812,73198.23192,4.864500591
-9.213026052,2.48997996,13861.72345,2.353306613,2.347695391,60738.65964,4.783465204
-10.02104208,3.242685371,14318.63727,2.818236473,2.371743487,94998.10234,4.97771493
-9.419839679,2.720841683,15737.47495,2.736472946,1.838677355,61745.5613,4.790605743
-9.657915832,2.956513026,15148.29659,2.66753507,2.323647295,58398.63397,4.766402688
-9.566533066,2.848296593,16026.0521,2.377354709,1.794589178,40404.13333,4.606425796
-9.66993988,2.913226453,16362.72545,2.399799599,2.073146293,40692.54333,4.609514835
-9.802204409,3.086372745,14511.02204,2.749298597,1.898797595,78894.75102,4.89704811
-9.780561122,2.99498998,14486.97395,2.637074148,1.636272545,84443.93223,4.926568449
-9.443887776,2.699198397,13753.50701,2.79258517,1.5501002,105612.8777,5.023716876
-9.718036072,2.987775551,13693.38677,2.321242485,2.301603206,55607.34571,4.745132165
-9.963326653,3.192184369,11300.6012,2.324448898,1.714428858,118364.0874,5.073219954
-9.754108216,3.004609218,15400.8016,2.473547094,2.5,47798.67358,4.679415845
-9.222645291,2.499599198,14775.5511,2.495991984,1.72244489,63107.73083,4.800082564
-9.708416834,2.937274549,16158.31663,2.152905812,1.804609218,32398.28331,4.510521999
-9.696392786,2.942084168,14114.22846,2.558517034,1.958917836,75863.61885,4.880033556
-9.696392786,2.980561122,11288.57715,2.750901804,1.626252505,171838.0094,5.235119233
-9.903206413,3.144088176,11180.36072,2.465531062,1.882765531,140349.2781,5.147210183
-9.79498998,3.05751503,13669.33868,2.362925852,1.538076152,64701.66625,4.810915465
-9.561723447,2.862725451,12166.33267,2.539278557,2.239478958,97132.52859,4.987364695
-9.619438878,2.879559118,13428.85772,2.50240481,1.79258517,81153.19298,4.909305612
-9.335671343,2.571743487,16374.7495,2.306813627,2.363727455,40442.2266,4.606835058
-9.472745491,2.737675351,16507.01403,2.181763527,1.572144289,31931.37057,4.50421756
-9.908016032,3.112825651,14354.70942,2.197795591,1.600200401,50160.33739,4.700360449
-9.677154309,2.901202405,13909.81964,2.755711423,1.564128257,106604.5393,5.027775697
-9.513627255,2.728056112,11312.62525,2.790981964,1.838677355,195518.3011,5.291187415
-9.612224449,2.817034068,15076.1523,2.261923848,1.986973948,49520.40081,4.694784151
-9.381362725,2.648697395,11456.91383,2.827855711,2.319639279,161980.7253,5.209463339
-9.410220441,2.699198397,12515.03006,2.590581162,2.317635271,96617.88143,4.98505751
-9.270741483,2.514028056,15268.53707,2.284368737,2.00501002,49598.38763,4.695467558
-9.908016032,3.168136273,15436.87375,2.548897796,1.962925852,53308.04531,4.726792758
-9.698797595,2.918036072,14042.08417,2.438276553,2.017034068,70854.32507,4.850366365
-9.883967936,3.093587174,14270.54108,2.212224449,1.884769539,50413.9933,4.702551099
-9.698797595,2.966132265,15761.52305,2.43507014,1.926853707,44949.47384,4.652724612
-9.814228457,3.067134269,12070.14028,2.794188377,1.900801603,156872.3452,5.195546389
